ts,ProductID,Type,Airtemperature[°C],Processtemperature[°C],Rotationalspeed[rpm],Torque[Nm],Toolwear[min],FailureType
2023-07-16 08:45:00,H33769,H,29.850000000000023,37.650000000000034,1280,57.3,147,Heat Dissipation Failure
2023-07-16 09:00:00,L51536,L,29.850000000000023,37.650000000000034,1649,31.0,152,No Failure
2023-07-16 09:15:00,L51537,L,29.850000000000023,37.75,1407,52.8,154,No Failure
2023-07-16 09:30:00,H33772,H,29.850000000000023,37.75,1606,34.5,156,No Failure
2023-07-16 09:45:00,M19219,M,29.950000000000045,37.85000000000002,1531,38.0,161,No Failure
2023-07-16 10:00:00,L51540,L,29.950000000000045,37.950000000000045,1543,35.8,164,No Failure
2023-07-16 10:15:00,M19221,M,29.950000000000045,37.950000000000045,1379,48.2,166,Heat Dissipation Failure
2023-07-16 10:30:00,L51542,L,29.950000000000045,37.950000000000045,1447,46.6,169,No Failure
2023-07-16 10:45:00,H33777,H,29.950000000000045,37.950000000000045,1844,24.6,171,No Failure
2023-07-16 11:00:00,H33778,H,29.950000000000045,37.950000000000045,1615,29.9,176,No Failure
2023-07-16 11:15:00,L51545,L,29.850000000000023,37.85000000000002,1449,48.8,181,No Failure
2023-07-16 11:30:00,L51546,L,29.850000000000023,37.75,1388,51.4,183,No Failure
2023-07-16 11:45:00,H33781,H,29.850000000000023,37.75,1447,42.8,185,No Failure
2023-07-16 12:00:00,L51548,L,29.850000000000023,37.85000000000002,1664,28.6,190,No Failure
2023-07-16 12:15:00,H33783,H,29.850000000000023,37.75,1735,27.2,192,No Failure
2023-07-16 12:30:00,L51550,L,29.850000000000023,37.75,1308,57.6,197,Heat Dissipation Failure
2023-07-16 12:45:00,L51551,L,29.850000000000023,37.650000000000034,1480,40.0,199,No Failure
2023-07-16 13:00:00,M19232,M,29.75,37.450000000000045,1439,41.7,201,No Failure
2023-07-16 13:15:00,M19233,M,29.75,37.55000000000001,1533,35.9,204,No Failure
2023-07-16 13:30:00,L51554,L,29.850000000000023,37.55000000000001,1551,34.8,207,No Failure
2023-07-16 13:45:00,L51555,L,29.850000000000023,37.55000000000001,1414,36.3,209,No Failure
2023-07-16 14:00:00,M19236,M,29.75,37.450000000000045,1551,34.6,211,No Failure
2023-07-16 14:15:00,M19237,M,29.65000000000004,37.450000000000045,1436,49.0,214,No Failure
2023-07-16 14:30:00,M19238,M,29.75,37.450000000000045,1385,45.8,217,No Failure
2023-07-16 14:45:00,M19239,M,29.65000000000004,37.35000000000002,1732,30.1,220,No Failure
2023-07-16 15:00:00,L51560,L,29.75,37.450000000000045,1410,49.0,223,No Failure
2023-07-16 15:15:00,L51561,L,29.75,37.450000000000045,1446,43.2,225,No Failure
2023-07-16 15:30:00,L51562,L,29.65000000000004,37.35000000000002,1525,39.6,227,No Failure
2023-07-16 15:45:00,L51563,L,29.55000000000001,37.35000000000002,1298,65.5,229,Heat Dissipation Failure
2023-07-16 16:00:00,L51564,L,29.65000000000004,37.450000000000045,1443,42.7,231,No Failure
2023-07-16 16:15:00,L51565,L,29.65000000000004,37.55000000000001,1442,45.3,233,Tool Wear Failure
2023-07-16 16:30:00,L51566,L,29.75,37.55000000000001,1719,31.9,0,No Failure
2023-07-16 16:45:00,L51567,L,29.850000000000023,37.650000000000034,1532,39.4,2,No Failure
2023-07-16 17:00:00,L51568,L,29.850000000000023,37.650000000000034,1701,27.2,4,No Failure
2023-07-16 17:15:00,M19249,M,29.950000000000045,37.85000000000002,1355,45.1,6,Heat Dissipation Failure
2023-07-16 17:30:00,M19250,M,30.05000000000001,37.950000000000045,1421,45.4,9,No Failure
2023-07-16 17:45:00,M19251,M,30.05000000000001,37.950000000000045,1368,51.6,12,Heat Dissipation Failure
2023-07-16 18:00:00,L51572,L,30.05000000000001,37.950000000000045,1458,45.1,15,No Failure
2023-07-16 18:15:00,M19253,M,30.05000000000001,37.950000000000045,1572,34.6,17,No Failure
2023-07-16 18:30:00,L51574,L,30.05000000000001,37.85000000000002,1483,48.7,20,No Failure
2023-07-16 18:45:00,L51575,L,30.15000000000004,37.950000000000045,1513,40.4,22,No Failure
2023-07-16 19:00:00,H33810,H,30.15000000000004,37.950000000000045,1383,42.9,24,No Failure
2023-07-16 19:15:00,L51577,L,30.25,38.05000000000001,1539,37.7,29,No Failure
2023-07-16 19:30:00,M19258,M,30.15000000000004,37.950000000000045,1563,37.8,31,No Failure
2023-07-16 19:45:00,L51579,L,30.15000000000004,37.950000000000045,1653,29.7,34,No Failure
2023-07-16 20:00:00,L51580,L,30.15000000000004,37.950000000000045,1353,50.9,36,Heat Dissipation Failure
2023-07-16 20:15:00,H33815,H,30.05000000000001,37.85000000000002,1468,43.6,38,No Failure
2023-07-16 20:30:00,H33816,H,30.15000000000004,38.05000000000001,1506,33.8,43,No Failure
2023-07-16 20:45:00,L51583,L,30.15000000000004,37.950000000000045,1388,49.9,48,No Failure
2023-07-16 21:00:00,M19264,M,30.25,38.05000000000001,1485,45.9,50,No Failure
2023-07-16 21:15:00,L51585,L,30.25,38.05000000000001,1331,45.5,53,Heat Dissipation Failure
2023-07-16 21:30:00,L51586,L,30.350000000000023,38.150000000000034,1326,58.5,55,Heat Dissipation Failure
2023-07-16 21:45:00,L51587,L,30.15000000000004,38.05000000000001,1394,55.4,57,No Failure
2023-07-16 22:00:00,L51588,L,30.25,37.950000000000045,2009,18.9,59,No Failure
2023-07-16 22:15:00,M19269,M,30.25,37.950000000000045,1358,54.6,61,Heat Dissipation Failure
2023-07-16 22:30:00,L51590,L,30.350000000000023,38.05000000000001,1586,32.2,64,No Failure
2023-07-16 22:45:00,L51591,L,30.350000000000023,38.150000000000034,1688,31.6,66,No Failure
2023-07-16 23:00:00,L51592,L,30.450000000000045,38.35000000000002,1450,43.2,68,No Failure
2023-07-16 23:15:00,M19273,M,30.55000000000001,38.35000000000002,1398,47.3,70,No Failure
2023-07-16 23:30:00,L51594,L,30.55000000000001,38.35000000000002,1520,39.3,73,No Failure
2023-07-16 23:45:00,L51595,L,30.450000000000045,38.25,1514,42.7,75,No Failure
2023-07-17 00:00:00,M19276,M,30.450000000000045,38.25,1532,36.1,77,No Failure
2023-07-17 00:15:00,L51597,L,30.450000000000045,38.25,1365,66.8,80,Power Failure
2023-07-17 00:30:00,L51598,L,30.450000000000045,38.150000000000034,1642,33.2,82,No Failure
2023-07-17 00:45:00,M19279,M,30.450000000000045,38.05000000000001,2676,10.8,84,Power Failure
2023-07-17 01:00:00,H33834,H,30.450000000000045,38.05000000000001,1873,21.3,87,No Failure
2023-07-17 01:15:00,L51601,L,30.450000000000045,38.05000000000001,1325,62.4,92,Heat Dissipation Failure
2023-07-17 01:30:00,M19282,M,30.450000000000045,38.05000000000001,2157,17.2,94,No Failure
2023-07-17 01:45:00,M19283,M,30.450000000000045,38.05000000000001,1563,39.0,97,No Failure
2023-07-17 02:00:00,M19284,M,30.450000000000045,38.05000000000001,1631,31.0,100,No Failure
2023-07-17 02:15:00,L51605,L,30.350000000000023,38.05000000000001,1547,36.9,103,No Failure
2023-07-17 02:30:00,L51606,L,30.450000000000045,38.150000000000034,1479,40.4,105,No Failure
2023-07-17 02:45:00,M19287,M,30.25,37.950000000000045,1379,48.9,107,Heat Dissipation Failure
2023-07-17 03:00:00,L51608,L,30.25,37.950000000000045,1906,21.2,110,No Failure
2023-07-17 03:15:00,M19289,M,30.15000000000004,37.950000000000045,1731,33.4,112,No Failure
2023-07-17 03:30:00,H33844,H,30.15000000000004,37.950000000000045,1688,30.4,115,No Failure
2023-07-17 03:45:00,H33845,H,30.15000000000004,38.05000000000001,1443,54.6,120,No Failure
2023-07-17 04:00:00,L51612,L,30.25,38.05000000000001,1445,46.4,125,No Failure
2023-07-17 04:15:00,H33847,H,30.25,38.05000000000001,1435,44.9,127,No Failure
2023-07-17 04:30:00,L51614,L,30.25,37.950000000000045,1556,32.9,132,No Failure
2023-07-17 04:45:00,L51615,L,30.15000000000004,37.950000000000045,1321,52.7,134,Heat Dissipation Failure
2023-07-17 05:00:00,M19296,M,30.25,37.950000000000045,1577,35.8,136,No Failure
2023-07-17 05:15:00,L51617,L,30.25,38.05000000000001,1578,31.2,139,No Failure
2023-07-17 05:30:00,L51618,L,30.25,37.950000000000045,1418,52.3,141,No Failure
2023-07-17 05:45:00,M19299,M,30.25,38.05000000000001,1392,55.8,143,No Failure
2023-07-17 06:00:00,L51620,L,30.350000000000023,38.150000000000034,1446,44.0,146,No Failure
2023-07-17 06:15:00,L51621,L,30.350000000000023,38.05000000000001,1329,50.6,148,Heat Dissipation Failure
2023-07-17 06:30:00,L51622,L,30.350000000000023,38.05000000000001,1563,34.8,150,No Failure
2023-07-17 06:45:00,L51623,L,30.350000000000023,38.150000000000034,1405,57.4,152,No Failure
2023-07-17 07:00:00,L51624,L,30.25,38.05000000000001,2224,16.0,154,No Failure
2023-07-17 07:15:00,L51625,L,30.350000000000023,38.05000000000001,1716,29.9,156,No Failure
2023-07-17 07:30:00,L51626,L,30.350000000000023,38.150000000000034,1584,35.5,158,No Failure
2023-07-17 07:45:00,M19307,M,30.350000000000023,38.150000000000034,1488,41.8,160,No Failure
2023-07-17 08:00:00,L51628,L,30.25,38.150000000000034,1374,51.2,163,Heat Dissipation Failure
2023-07-17 08:15:00,M19309,M,30.25,38.150000000000034,1378,54.3,165,Heat Dissipation Failure
2023-07-17 08:30:00,L51630,L,30.350000000000023,38.150000000000034,1551,37.3,168,No Failure
2023-07-17 08:45:00,L51631,L,30.350000000000023,38.150000000000034,1549,40.9,170,No Failure
2023-07-17 09:00:00,M19312,M,30.350000000000023,38.150000000000034,1447,39.2,172,No Failure
2023-07-17 09:15:00,L51633,L,30.25,38.05000000000001,1400,53.7,175,No Failure
2023-07-17 09:30:00,L51634,L,30.25,37.950000000000045,1401,48.8,177,No Failure
2023-07-17 09:45:00,H33869,H,30.25,37.950000000000045,1597,28.9,179,No Failure
2023-07-17 10:00:00,L51636,L,30.15000000000004,37.950000000000045,1487,46.0,184,No Failure
2023-07-17 10:15:00,M19317,M,30.350000000000023,38.150000000000034,1710,27.3,186,No Failure
2023-07-17 10:30:00,L51638,L,30.450000000000045,38.25,1478,47.7,189,No Failure
2023-07-17 10:45:00,L51639,L,30.450000000000045,38.25,1743,26.3,191,No Failure
2023-07-17 11:00:00,L51640,L,30.450000000000045,38.35000000000002,1596,32.8,193,No Failure
2023-07-17 11:15:00,L51641,L,30.55000000000001,38.35000000000002,1642,30.8,195,No Failure
2023-07-17 11:30:00,L51642,L,30.55000000000001,38.35000000000002,1263,67.8,197,Heat Dissipation Failure
2023-07-17 11:45:00,L51643,L,30.65000000000004,38.450000000000045,2016,19.9,199,No Failure
2023-07-17 12:00:00,L51644,L,30.65000000000004,38.450000000000045,1671,30.5,201,No Failure
2023-07-17 12:15:00,L51645,L,30.65000000000004,38.450000000000045,1404,43.2,203,No Failure
2023-07-17 12:30:00,L51646,L,30.65000000000004,38.450000000000045,1470,41.1,205,No Failure
2023-07-17 12:45:00,L51647,L,30.65000000000004,38.450000000000045,1617,37.9,207,No Failure
2023-07-17 13:00:00,L51648,L,30.55000000000001,38.35000000000002,1725,29.0,209,No Failure
2023-07-17 13:15:00,L51649,L,30.55000000000001,38.35000000000002,1446,40.9,211,Tool Wear Failure
2023-07-17 13:30:00,L51650,L,30.55000000000001,38.450000000000045,1564,34.3,0,No Failure
2023-07-17 13:45:00,L51651,L,30.65000000000004,38.450000000000045,1670,29.1,2,No Failure
2023-07-17 14:00:00,L51652,L,30.55000000000001,38.450000000000045,1501,48.7,4,No Failure
2023-07-17 14:15:00,L51653,L,30.55000000000001,38.35000000000002,1551,35.9,6,No Failure
2023-07-17 14:30:00,L51654,L,30.55000000000001,38.35000000000002,1563,35.0,8,No Failure
2023-07-17 14:45:00,L51655,L,30.55000000000001,38.35000000000002,1351,41.8,10,Heat Dissipation Failure
2023-07-17 15:00:00,L51656,L,30.450000000000045,38.25,1415,52.1,12,No Failure
2023-07-17 15:15:00,L51657,L,30.450000000000045,38.150000000000034,1647,34.2,14,No Failure
2023-07-17 15:30:00,L51658,L,30.350000000000023,38.05000000000001,1477,41.6,16,No Failure
2023-07-17 15:45:00,L51659,L,30.450000000000045,38.05000000000001,1923,21.5,18,No Failure
2023-07-17 16:00:00,H33894,H,30.55000000000001,38.25,1305,55.2,20,Heat Dissipation Failure
2023-07-17 16:15:00,M19341,M,30.450000000000045,38.25,1544,35.1,25,No Failure
2023-07-17 16:30:00,H33896,H,30.55000000000001,38.35000000000002,1568,36.9,28,No Failure
2023-07-17 16:45:00,L51663,L,30.55000000000001,38.25,1489,42.7,33,No Failure
2023-07-17 17:00:00,M19344,M,30.450000000000045,38.25,1451,43.1,35,No Failure
2023-07-17 17:15:00,L51665,L,30.55000000000001,38.25,1542,35.7,38,No Failure
2023-07-17 17:30:00,M19346,M,30.450000000000045,38.35000000000002,1965,20.2,40,No Failure
2023-07-17 17:45:00,L51667,L,30.350000000000023,38.35000000000002,1436,36.5,43,No Failure
2023-07-17 18:00:00,M19348,M,30.350000000000023,38.25,1509,37.6,45,No Failure
2023-07-17 18:15:00,L51669,L,30.350000000000023,38.25,1487,40.2,48,No Failure
2023-07-17 18:30:00,L51670,L,30.350000000000023,38.25,1967,20.3,50,No Failure
2023-07-17 18:45:00,H33905,H,30.450000000000045,38.25,1409,53.3,52,No Failure
2023-07-17 19:00:00,M19352,M,30.450000000000045,38.35000000000002,1420,56.4,57,No Failure
2023-07-17 19:15:00,L51673,L,30.55000000000001,38.35000000000002,1511,37.7,60,No Failure
2023-07-17 19:30:00,H33908,H,30.450000000000045,38.25,1649,30.1,62,No Failure
2023-07-17 19:45:00,L51675,L,30.450000000000045,38.25,1359,57.2,67,Heat Dissipation Failure
2023-07-17 20:00:00,M19356,M,30.350000000000023,38.25,1605,36.0,69,No Failure
2023-07-17 20:15:00,L51677,L,30.350000000000023,38.150000000000034,1523,36.0,72,No Failure
2023-07-17 20:30:00,H33912,H,30.450000000000045,38.25,1614,36.0,74,No Failure
2023-07-17 20:45:00,H33913,H,30.450000000000045,38.150000000000034,1721,27.4,79,No Failure
2023-07-17 21:00:00,L51680,L,30.450000000000045,38.25,1638,36.2,84,No Failure
2023-07-17 21:15:00,L51681,L,30.350000000000023,38.05000000000001,1307,54.0,86,Heat Dissipation Failure
2023-07-17 21:30:00,L51682,L,30.25,38.05000000000001,1642,28.3,88,No Failure
2023-07-17 21:45:00,M19363,M,30.350000000000023,38.05000000000001,1751,30.5,90,No Failure
2023-07-17 22:00:00,L51684,L,30.25,37.950000000000045,1645,31.6,93,No Failure
2023-07-17 22:15:00,L51685,L,30.25,37.950000000000045,1426,46.8,95,No Failure
2023-07-17 22:30:00,M19366,M,30.25,37.950000000000045,1520,36.6,97,No Failure
2023-07-17 22:45:00,L51687,L,30.25,37.950000000000045,1709,31.8,100,No Failure
2023-07-17 23:00:00,L51688,L,30.25,37.85000000000002,1426,46.6,102,No Failure
2023-07-17 23:15:00,L51689,L,30.25,37.950000000000045,1429,43.7,104,No Failure
2023-07-17 23:30:00,L51690,L,30.25,38.05000000000001,1346,62.4,106,Heat Dissipation Failure
2023-07-17 23:45:00,L51691,L,30.350000000000023,38.05000000000001,1454,43.0,108,No Failure
2023-07-18 00:00:00,M19372,M,30.350000000000023,38.150000000000034,1411,49.5,110,No Failure
2023-07-18 00:15:00,L51693,L,30.25,38.150000000000034,1900,24.4,113,No Failure
2023-07-18 00:30:00,L51694,L,30.25,38.150000000000034,1479,36.2,115,No Failure
2023-07-18 00:45:00,L51695,L,30.350000000000023,38.25,1415,48.2,117,No Failure
2023-07-18 01:00:00,L51696,L,30.350000000000023,38.150000000000034,1539,39.0,119,No Failure
2023-07-18 01:15:00,L51697,L,30.25,38.150000000000034,1520,31.6,121,No Failure
2023-07-18 01:30:00,L51698,L,30.25,38.150000000000034,1480,45.8,123,No Failure
2023-07-18 01:45:00,L51699,L,30.25,38.25,1666,29.7,125,No Failure
2023-07-18 02:00:00,L51700,L,30.25,38.25,1456,47.6,127,No Failure
2023-07-18 02:15:00,L51701,L,30.25,38.25,1865,23.9,129,No Failure
2023-07-18 02:30:00,M19382,M,30.350000000000023,38.35000000000002,1918,21.6,131,No Failure
2023-07-18 02:45:00,L51703,L,30.350000000000023,38.25,1488,48.4,134,No Failure
2023-07-18 03:00:00,M19384,M,30.350000000000023,38.35000000000002,1527,38.8,136,No Failure
2023-07-18 03:15:00,M19385,M,30.25,38.25,1463,42.2,139,No Failure
2023-07-18 03:30:00,L51706,L,30.25,38.25,1521,38.5,142,No Failure
2023-07-18 03:45:00,M19387,M,30.25,38.35000000000002,1372,45.7,144,Heat Dissipation Failure
2023-07-18 04:00:00,L51708,L,30.350000000000023,38.35000000000002,1507,39.5,147,No Failure
2023-07-18 04:15:00,M19389,M,30.25,38.25,1586,34.3,149,No Failure
2023-07-18 04:30:00,L51710,L,30.350000000000023,38.25,1487,42.0,152,No Failure
2023-07-18 04:45:00,L51711,L,30.350000000000023,38.35000000000002,1520,41.2,154,No Failure
2023-07-18 05:00:00,H33946,H,30.350000000000023,38.25,1422,41.9,156,No Failure
2023-07-18 05:15:00,M19393,M,30.25,38.150000000000034,1375,52.5,161,Heat Dissipation Failure
2023-07-18 05:30:00,L51714,L,30.25,38.05000000000001,1633,28.0,164,No Failure
2023-07-18 05:45:00,L51715,L,30.25,38.05000000000001,1503,36.2,166,No Failure
2023-07-18 06:00:00,L51716,L,30.25,38.05000000000001,1351,45.1,168,Heat Dissipation Failure
2023-07-18 06:15:00,L51717,L,30.15000000000004,38.05000000000001,1548,35.3,170,No Failure
2023-07-18 06:30:00,L51718,L,30.25,38.150000000000034,1923,23.3,172,No Failure
2023-07-18 06:45:00,L51719,L,30.350000000000023,38.150000000000034,1592,32.6,174,No Failure
2023-07-18 07:00:00,M19400,M,30.350000000000023,38.25,1580,35.6,176,No Failure
2023-07-18 07:15:00,L51721,L,30.350000000000023,38.25,1427,46.8,179,No Failure
2023-07-18 07:30:00,M19402,M,30.350000000000023,38.25,1581,32.7,181,No Failure
2023-07-18 07:45:00,M19403,M,30.450000000000045,38.35000000000002,1542,39.9,184,No Failure
2023-07-18 08:00:00,L51724,L,30.350000000000023,38.25,1349,55.1,187,Heat Dissipation Failure
2023-07-18 08:15:00,L51725,L,30.350000000000023,38.35000000000002,1463,43.0,189,No Failure
2023-07-18 08:30:00,M19406,M,30.350000000000023,38.25,1429,43.2,191,No Failure
2023-07-18 08:45:00,M19407,M,30.350000000000023,38.25,1451,53.6,194,No Failure
2023-07-18 09:00:00,L51728,L,30.450000000000045,38.35000000000002,1511,37.2,197,No Failure
2023-07-18 09:15:00,L51729,L,30.450000000000045,38.450000000000045,1549,37.5,199,No Failure
2023-07-18 09:30:00,M19410,M,30.350000000000023,38.35000000000002,1507,40.2,201,No Failure
2023-07-18 09:45:00,M19411,M,30.450000000000045,38.35000000000002,1524,33.7,204,No Failure
2023-07-18 10:00:00,M19412,M,30.55000000000001,38.35000000000002,1880,22.7,207,No Failure
2023-07-18 10:15:00,L51733,L,30.450000000000045,38.35000000000002,1461,45.4,0,No Failure
2023-07-18 10:30:00,L51734,L,30.450000000000045,38.35000000000002,1748,28.2,2,No Failure
2023-07-18 10:45:00,L51735,L,30.55000000000001,38.450000000000045,1690,26.7,4,No Failure
2023-07-18 11:00:00,M19416,M,30.55000000000001,38.450000000000045,1349,51.2,6,Heat Dissipation Failure
2023-07-18 11:15:00,L51737,L,30.55000000000001,38.450000000000045,1686,26.3,9,No Failure
2023-07-18 11:30:00,L51738,L,30.55000000000001,38.55000000000001,1369,47.5,11,Heat Dissipation Failure
2023-07-18 11:45:00,L51739,L,30.55000000000001,38.55000000000001,1433,43.7,13,No Failure
2023-07-18 12:00:00,L51740,L,30.55000000000001,38.55000000000001,1597,41.9,15,No Failure
2023-07-18 12:15:00,L51741,L,30.75,38.650000000000034,1610,32.2,17,No Failure
2023-07-18 12:30:00,L51742,L,30.55000000000001,38.55000000000001,1398,57.7,19,No Failure
2023-07-18 12:45:00,L51743,L,30.55000000000001,38.55000000000001,1977,20.0,21,No Failure
2023-07-18 13:00:00,L51744,L,30.65000000000004,38.650000000000034,1516,39.5,23,No Failure
2023-07-18 13:15:00,H33979,H,30.55000000000001,38.650000000000034,1275,55.0,25,Heat Dissipation Failure
2023-07-18 13:30:00,L51746,L,30.65000000000004,38.650000000000034,1402,50.5,30,No Failure
2023-07-18 13:45:00,M19427,M,30.65000000000004,38.650000000000034,1451,44.7,32,No Failure
2023-07-18 14:00:00,M19428,M,30.55000000000001,38.650000000000034,1555,36.1,35,No Failure
2023-07-18 14:15:00,L51749,L,30.65000000000004,38.75,1636,35.0,38,No Failure
2023-07-18 14:30:00,L51750,L,30.65000000000004,38.75,1312,52.2,40,Heat Dissipation Failure
2023-07-18 14:45:00,L51751,L,30.65000000000004,38.75,1708,29.8,42,No Failure
2023-07-18 15:00:00,M19432,M,30.75,38.85000000000002,1556,36.5,44,No Failure
2023-07-18 15:15:00,H33987,H,30.65000000000004,38.85000000000002,1436,43.5,47,No Failure
2023-07-18 15:30:00,M19434,M,30.75,38.85000000000002,1402,40.7,52,No Failure
2023-07-18 15:45:00,M19435,M,30.75,38.85000000000002,1437,49.9,55,No Failure
2023-07-18 16:00:00,M19436,M,30.75,38.950000000000045,1926,21.8,58,No Failure
2023-07-18 16:15:00,L51757,L,30.850000000000023,39.05000000000001,1800,23.7,61,No Failure
2023-07-18 16:30:00,L51758,L,30.850000000000023,39.05000000000001,1641,32.6,63,No Failure
2023-07-18 16:45:00,L51759,L,30.850000000000023,39.05000000000001,1374,48.2,65,Heat Dissipation Failure
2023-07-18 17:00:00,L51760,L,30.850000000000023,39.05000000000001,1494,37.0,67,No Failure
2023-07-18 17:15:00,L51761,L,30.850000000000023,39.05000000000001,1601,32.9,69,No Failure
2023-07-18 17:30:00,L51762,L,30.75,39.05000000000001,1634,36.9,71,No Failure
2023-07-18 17:45:00,M19443,M,30.75,39.05000000000001,1467,37.7,73,No Failure
2023-07-18 18:00:00,L51764,L,30.65000000000004,38.950000000000045,1550,32.3,76,No Failure
2023-07-18 18:15:00,L51765,L,30.65000000000004,38.950000000000045,1563,32.2,78,No Failure
2023-07-18 18:30:00,L51766,L,30.55000000000001,38.75,1395,48.3,80,No Failure
2023-07-18 18:45:00,M19447,M,30.65000000000004,38.85000000000002,1507,33.4,82,No Failure
2023-07-18 19:00:00,L51768,L,30.65000000000004,38.85000000000002,1564,38.5,85,No Failure
2023-07-18 19:15:00,L51769,L,30.65000000000004,38.950000000000045,1721,30.0,87,No Failure
2023-07-18 19:30:00,L51770,L,30.65000000000004,38.950000000000045,1456,36.1,89,No Failure
2023-07-18 19:45:00,H34005,H,30.75,39.05000000000001,2102,17.8,91,No Failure
2023-07-18 20:00:00,L51772,L,30.75,38.950000000000045,1555,33.9,96,No Failure
2023-07-18 20:15:00,L51773,L,30.850000000000023,39.05000000000001,1409,41.9,98,No Failure
2023-07-18 20:30:00,M19454,M,30.850000000000023,39.05000000000001,1387,41.4,100,No Failure
2023-07-18 20:45:00,M19455,M,30.850000000000023,39.05000000000001,1460,43.9,103,No Failure
2023-07-18 21:00:00,L51776,L,30.850000000000023,39.05000000000001,1361,47.6,106,Heat Dissipation Failure
2023-07-18 21:15:00,M19457,M,30.850000000000023,38.950000000000045,1490,43.0,108,No Failure
2023-07-18 21:30:00,L51778,L,30.950000000000045,39.05000000000001,1399,49.2,111,No Failure
2023-07-18 21:45:00,L51779,L,30.950000000000045,38.950000000000045,1420,55.8,113,No Failure
2023-07-18 22:00:00,L51780,L,30.850000000000023,38.85000000000002,1359,44.2,115,Heat Dissipation Failure
2023-07-18 22:15:00,M19461,M,30.850000000000023,38.950000000000045,1372,54.3,117,Heat Dissipation Failure
2023-07-18 22:30:00,M19462,M,30.850000000000023,38.85000000000002,1409,41.7,120,No Failure
2023-07-18 22:45:00,H34017,H,30.75,38.85000000000002,1452,58.3,123,No Failure
2023-07-18 23:00:00,L51784,L,30.75,38.85000000000002,1820,24.6,128,No Failure
2023-07-18 23:15:00,H34019,H,30.75,38.85000000000002,1469,48.7,130,No Failure
2023-07-18 23:30:00,L51786,L,30.75,38.950000000000045,1556,45.3,135,No Failure
2023-07-18 23:45:00,L51787,L,30.850000000000023,38.950000000000045,1980,20.2,137,No Failure
2023-07-19 00:00:00,M19468,M,30.850000000000023,39.05000000000001,1519,38.0,139,No Failure
2023-07-19 00:15:00,L51789,L,30.850000000000023,39.05000000000001,1456,44.0,142,No Failure
2023-07-19 00:30:00,L51790,L,30.950000000000045,39.05000000000001,1394,45.3,144,No Failure
2023-07-19 00:45:00,L51791,L,30.850000000000023,39.150000000000034,1365,56.2,146,Heat Dissipation Failure
2023-07-19 01:00:00,L51792,L,30.850000000000023,39.150000000000034,2194,16.5,148,No Failure
2023-07-19 01:15:00,L51793,L,30.950000000000045,39.150000000000034,1403,55.6,150,No Failure
2023-07-19 01:30:00,H34028,H,30.850000000000023,39.05000000000001,1503,37.0,152,No Failure
2023-07-19 01:45:00,L51795,L,30.850000000000023,39.150000000000034,1793,29.3,157,No Failure
2023-07-19 02:00:00,L51796,L,30.950000000000045,39.25,1829,24.5,159,No Failure
2023-07-19 02:15:00,M19477,M,30.950000000000045,39.25,1831,23.3,161,No Failure
2023-07-19 02:30:00,M19478,M,30.850000000000023,39.150000000000034,1335,53.6,164,Heat Dissipation Failure
2023-07-19 02:45:00,H34033,H,30.950000000000045,39.150000000000034,2056,19.7,167,No Failure
2023-07-19 03:00:00,L51800,L,30.950000000000045,39.150000000000034,1336,52.6,172,Heat Dissipation Failure
2023-07-19 03:15:00,L51801,L,30.850000000000023,39.05000000000001,1341,51.0,174,Heat Dissipation Failure
2023-07-19 03:30:00,M19482,M,30.850000000000023,38.950000000000045,1526,37.3,176,No Failure
2023-07-19 03:45:00,L51803,L,30.850000000000023,38.950000000000045,1525,40.7,179,No Failure
2023-07-19 04:00:00,M19484,M,30.850000000000023,38.950000000000045,1428,39.8,181,No Failure
2023-07-19 04:15:00,L51805,L,30.850000000000023,39.05000000000001,1511,45.7,184,No Failure
2023-07-19 04:30:00,L51806,L,30.850000000000023,39.05000000000001,1664,29.8,186,No Failure
2023-07-19 04:45:00,M19487,M,30.850000000000023,39.05000000000001,1592,38.9,188,No Failure
2023-07-19 05:00:00,M19488,M,30.850000000000023,38.950000000000045,1597,36.7,191,No Failure
2023-07-19 05:15:00,L51809,L,30.850000000000023,39.05000000000001,1735,26.1,194,No Failure
2023-07-19 05:30:00,L51810,L,30.75,39.05000000000001,1751,23.8,196,No Failure
2023-07-19 05:45:00,L51811,L,30.850000000000023,39.05000000000001,1383,44.6,198,No Failure
2023-07-19 06:00:00,M19492,M,30.75,39.05000000000001,1330,53.7,200,Heat Dissipation Failure
2023-07-19 06:15:00,L51813,L,30.850000000000023,39.05000000000001,1382,50.5,203,No Failure
2023-07-19 06:30:00,L51814,L,30.850000000000023,39.05000000000001,1755,30.4,205,No Failure
2023-07-19 06:45:00,M19495,M,30.850000000000023,39.05000000000001,1614,35.7,207,No Failure
2023-07-19 07:00:00,L51816,L,30.850000000000023,39.150000000000034,1466,43.0,210,No Failure
2023-07-19 07:15:00,M19497,M,30.950000000000045,39.150000000000034,1847,24.7,212,No Failure
2023-07-19 07:30:00,L51818,L,30.950000000000045,39.150000000000034,1474,34.8,215,No Failure
2023-07-19 07:45:00,L51819,L,30.950000000000045,39.150000000000034,1657,31.8,217,No Failure
2023-07-19 08:00:00,L51820,L,30.950000000000045,39.05000000000001,1435,40.1,219,No Failure
2023-07-19 08:15:00,H34055,H,30.950000000000045,39.150000000000034,1494,42.7,221,No Failure
